Feature ID	RPKM1	RPKM2	COG Category
LOC100131842	0	0	MU
TMEM135	4.832238046	6.985704284	BD
LOC100420509	0	0	KH
LOC100420680	0	0	I
LOC100130923	0	0	OK
RAB38	0.107330532	0.143561632	GM
MIR3166	0	0	IQR
CTSC	41.32894271	33.91255139	JA
GAPDHP70	0	0	NU
GRM5	0	0	HJ
TYR	0	0	EM
LOC100421975	0	0	IM
NOX4	0.03908909	0.047615989	DR
FOLH1B	0.562298168	0.378267447	TQ
TRIM77P	0	0	ET
LOC100130203	0	0	GR
UBTFL2	0	0	TK
LOC727828	0	0	OZ
LOC100420024	0	0	NT
TRIM49	0	0	I
LOC642414	0	0	PT
TRIM80P	0	0	OT
SPRYD5P	0	0	TD
LOC100420021	0	0	IR
TRIM64B	0	0.008545335	ER
LOC440059	0	0	H
LOC399939	0	0	IR
TRIM49L1	0	0	GER
LOC100128800	0	0	NOU
TRIM64	0.008518296	0.042726676	YU
LOC100420025	0	0	GEPR
LOC399940	0	0	NO
TRIM53P	0	0	KE
LOC642579	0	0	DT
TRIM49L2	0	0	ET
LOC100420022	0	0	EF
LOC440061	0	0	OJ
UBTFL1	0.011047841	0	JU
NAALAD2	14.460013	11.37847218	BQ
CHORDC1	11.92822174	8.413411436	TDBLU
LOC399942	0	0	UW
MIR4490	0	0	HJ
MIR1261	0	0	TK
LOC100130038	0	0	DT
LOC100420591	0	0	OTN
RPL7AP57	0	0	MU
NDUFB11P1	0	0	GHR
FAT3	0.00137112	0.011691515	PR
LOC100420681	0	0	GOU
RPS3AP42	0	0	HQ
LOC642791	0	0	GC
MTNR1B	0	0	QK
RPL26P31	0	0	QR
SLC36A4	6.563708331	7.727139338	K
CCDC67	0.00979636	0.029482368	MNO
C11orf75	13.74091071	23.27397354	OC
LOC729466	0	0	M
LOC642897	0	0	UW
KIAA1731	5.042248912	4.669032444	TG
SCARNA9	0	0	OU
LOC100508995	0	0	NU
SNORA25	0	0	FJ
SNORA32	0	0	FR
SNORD6	0	0	EJ
SNORA1	0	0	TQ
SNORA8	0	0	GM
SNORD5	0	0	BD
SNORA18	0	0	FR
MIR1304	0	0	EJ
SNORA40	0	0	KLB
TAF1D	21.53864176	16.71448036	H
C11orf54	15.98169584	22.76330361	LK
MED17	9.425157359	8.874434517	LKJ
VSTM5	0.086623868	0.021724708	EF
HPRTP4	0	0	MI
HPRTP3	0	0	FE
HEPHL1	0.065830355	0.046227521	U
LOC100128102	0	0	KAD
PANX1	5.838382986	8.979342001	HI
ARPC3P3	0	0	UT
FOLR4	0	0	PE
GPR83	0.033546013	0.009177953	GE
MRE11A	6.379976602	7.031763916	TD
MIR548L	0	0	UW
ANKRD49	4.277445661	5.604461492	UD
LOC643037	0	0.04337748	UR
FUT4	1.59345378	1.884424452	JA
PIWIL4	0.114298014	0.249796791	O
AMOTL1	2.86449315	2.939092996	HC
ST13P11	0	0	LR
CWC15	24.91488057	27.3727597	M
KDM4D	0.491781231	0.955850629	F
LOC100422440	0	0	EH
LOC100420801	0	0	DR
KDM4DL	0	0	TA
LOC100420802	0	0	RTKL
LOC643118	0	0	I
LOC100129485	0	0	KNU
LOC100129053	0	0	NT
LOC100420803	0	0	UNTP
SRSF8	5.900908628	4.677059398	JA
ENDOD1	3.906712437	5.010547221	UR
LOC100420358	0	0	TDK
SESN3	4.777838165	13.19889174	LU
LOC100129203	0	0	UNTP
FGFR3P2	0	0	NU
FAM76B	2.577997338	3.511237379	CR
CEP57	16.17225505	20.08970706	KB
MTMR2	10.26632562	14.20511475	B
RPL32P25	0	0	DKT
MAML2	0.76984808	1.006392697	PT
LOC100131541	0	0	UI
MIR1260B	0	0	G
CCDC82	5.639570752	8.157508502	DKL
JRKL	2.761681731	1.955826173	FP
LOC100131233	0	0	DZ
LOC100289416	0	0	TK
LOC643381	0	0	JO
CNTN5	0	0	IQ
LOC100420359	0	0	KT
LOC440063	0	0	O
ARHGAP42	1.783459109	5.632007123	F
TMEM133	2.082613267	3.373814384	I
PGR	0	0	OU
LOC100420510	0	0	TD
TRPC6	0.498331409	0.670338194	YU
MIR3920	0	0	QP
LOC100127938	0	0	MR
LOC100129471	0	0	IM
ANGPTL5	0.027572948	0.033192565	PR
KIAA1377	0.934475113	1.116001614	P
LOC100418997	0	0	R
C11orf70	0.046143279	0.04050353	NT
YAP1	21.05151738	23.15974867	GOU
RPS6P17	0	0	GR
BIRC3	0.464503717	1.325281974	DO
BIRC2	11.50254687	15.54290551	KL
TMEM123	88.79812676	108.2884593	FGR
LOC727869	0	0	UI
MMP7	0.070019024	0.175603203	HR
MMP20	0	0	HQ
MMP27	0	0	NO
MMP8	0	0	P
LOC100421658	0	0	GM
MMP10	0	0.014894825	UNTP
LOC100288077	0	0	KR
MMP1	0	0.006374695	IQ
CSNK1A1P2	0	0	OC
MMP3	0	0	CP
MMP12	0.041765079	0.013965884	MNO
LOC100288111	0	0	R
MMP13	0.004802702	0.038543579	YU
RPL21P96	0	0	QP
DCUN1D5	2.482067726	2.522871302	GHR
DYNC2H1	0.010485731	0.004781371	FGR
MTND1P36	0	0	IM
LOC100190922	0	0	OC
MIR4693	0	0	J
PDGFD	0	0.019684446	CH
DDI1	0	0	OJ
CASP12	0.015472213	0.015521326	KR
LOC643733	0	0	GEPR
CASP4	22.88469105	28.41720505	UNTP
CASP5	0.008775906	0.026411288	R
CASP1	0.115477212	0.09653647	ER
CARD16	0.292869811	0.414775692	KAD
LOC100421557	0	0	OJ
LOC440067	0	0	EP
CARD17	0.140113177	0.253004272	KR
LOC100422634	0	0	EJ
CARD18	1.444354557	1.309999895	S
OR2AL1P	0	0	JU
GRIA4	0.025807407	0.046600787	UNTP
HSPD1P13	0	0	QK
KIAA1826	7.061265279	7.368949738	OTK
KBTBD3	0.867277713	0.931954546	P
AASDHPPT	35.03579687	37.30363209	GR
LOC643855	0	0	J
GUCY1A2	0.207769722	0.696242327	MP
LOC100418884	0	0	CR
LOC100421306	0	0	CP
LOC100422300	0	0	HQ
ASS1P13	0	0	GOU
CWF19L2	8.527868881	12.02963318	EM
SMARCE1P1	0	0	EQ
ALKBH8	2.64253382	3.349889084	JO
LOC100421712	0	0	UI
ELMOD1	0	0.004379806	N
LOC643923	0	0	B
SLN	0	0	LR
LOC203930	0	0	YU
SLC35F2	0	0	H
RPLP2P3	0	0	LU
RAB39	0	0	GO
CUL5	8.278387516	10.26135819	OTK
ACAT1	30.87509841	35.83198964	ER
NPAT	3.628596209	3.757039105	CHR
ATM	6.408591468	5.470373029	R
C11orf65	0.278110414	0.431171311	V
KDELC2	30.34575142	35.97561761	EP
EXPH5	0.023073904	0.056581914	EF
DDX10	17.23826497	14.97084126	CE
RPS2P39	0	0	T
CYCSP29	0	0	TDK
SKCG-1	0	0	KH
C11orf87	0	0	Y
CCT6P5	0	0	JD
TFAMP2	0	0	MI
RPSAP50	0	0	A
LOC390250	0	0	CE
ZC3H12C	0.154205632	0.272203907	P
RDX	81.53012863	111.2011937	OTK
FDX1	4.016142458	4.688163649	QR
ARHGAP20	0.004219922	0.004233317	GO
LOC120364	0	0	PT
RPS17P15	0	0	NT
C11orf53	0	0	GC
C11orf92	0	0	CO
C11orf93	2.262619712	3.242573997	MNO
MIR4491	0	0	IQ
POU2AF1	0.839847253	0.998054009	Q
LOC644277	0	0	GM
LOC100506852	0	0	QK
BTG4	0	0.026226224	A
MIR34B	0	0	DZ
MIR34C	0	0	GER
C11orf88	0	0.016477986	Y
LAYN	0.145375898	0.355082256	OZ
SIK2	6.824648683	9.442791003	DR
PPP2R1B	19.22452914	24.7399844	KR
ALG9	5.547825995	6.03315283	TDBLU
GNG5P3	0	0	CE
FDXACB1	1.448110352	2.255968507	KAD
C11orf1	4.857142873	5.990853177	GEPR
RPL37AP8	0	0	Q
CRYAB	0.718125653	1.042691667	IR
HSPB2-C11orf52	0	0	GC
HSPB2	0.015527406	0	HJ
C11orf52	1.809868941	2.194824385	J
DIXDC1	2.858027828	3.117483691	CHR
DLAT	32.37594461	32.60832688	UI
PPIHP1	0	0	PE
PIH1D2	0.376688886	0.593818634	C
C11orf57	9.438736684	11.09350352	TG
TIMM8B	33.34536784	27.21994915	LDA
SDHD	41.65341994	44.38644332	CI
IL18	21.15598833	26.7606092	UW
TEX12	0.034244444	0.022902096	CE
BCO2	0.22162594	0.244126436	E
LOC100422242	0	0	EF
MRPS36P4	0	0	LK
RPS12P21	0	0	IM
PTS	24.91598901	22.85144201	CO
RPS6P16	0	0	L
C11orf34	0.008474074	0	T
ST13P10	0	0	FP
LOC100506870	0	0	HC
RPL23AP62	0	0	DO
NCAM1	0	0.003072593	FR
LOC100288346	0	0	KG
TTC12	2.070188827	2.659611017	KG
ANKK1	0	0	FP
DRD2	0	0	CE
MIR4301	0	0	IQR
TMPRSS5	0.118176905	0.017782804	OTK
LOC100132520	0	0	TDK
ZW10	15.49457401	14.61712781	MI
RPS29P19	0	0	EG
LOC100288385	0	0	GT
CLDN25	0	0	KR
LOC390251	0	0	V
ATF4P4	0	0	FJ
USP28	4.000448982	4.493933145	BD
LOC100421976	0	0	LD
HTR3B	0.014373746	0.028838743	NUO
HTR3A	0	0	UT
ZBTB16	3.434193593	4.157872708	M
NNMT	1.23303147	2.880671505	ER
LOC100506941	0	0	EQ
C11orf71	2.058689183	2.14621312	CH
RBM7	11.00133287	12.8266552	JU
REXO2	38.7032419	37.47209001	TDBLU
LOC100422382	0	0	CHR
FAM55A	0	0	PT
FAM55D	0.006037239	0	MP
LOC100132172	0	0	NUO
FAM55B	0	0	LKJ
CADM1	13.78318074	19.058415	CE
FTLP7	0	0	BD
LOC283143	0	0	FE
RPL15P15	0	0	CO
BUD13	9.542329765	8.913462565	FE
ZNF259	28.70236546	29.75865902	DZ
APOA5	0.121663491	0.142391293	NOU
APOA4	3.380911756	3.310890145	EF
APOC3	65.02323927	60.36322216	CR
APOA1	456.2193744	397.6003025	EM
SIK3	10.43349802	11.12927905	RTKL
RPS27P19	0	0	FJ
LOC653303	0	0	KH
PAFAH1B2	13.1206823	14.65413046	LR
LOC100506982	0	0	D
SIDT2	2.57905491	2.958279936	NO
LOC100652768	0	0	R
TAGLN	1.29998391	1.152665289	LKJ
PCSK7	5.423570331	4.820378487	CR
RNF214	6.276127338	6.933320584	TK
BACE1	7.308014682	9.193936138	CE
BACE1-AS	0	0	NT
CEP164	4.399254994	3.989587455	GM
LOC100129201	0	0	LR
DSCAML1	0	0	HI
FXYD6-FXYD2	0	0	FP
FXYD2	0	0	MJ
FXYD6	0	0	NU
TMPRSS13	0	0	U
IL10RA	0	0.007166301	FGR
LOC100526771	0	0	KNU
TMPRSS4	0.007388146	0.029646391	GHR
SCN4B	0.040647068	0.051649716	CHR
SCN2B	0	0.005323039	QK
AMICA1	4.677688855	7.28320837	A
MPZL3	6.323366097	10.8344854	QP
MPZL2	9.417064609	11.92888863	OC
CD3E	0	0	OT
CD3D	6.04464505	5.745613573	DK
CD3G	0.019921507	0.049961857	EF
UBE4A	21.76992932	24.38934203	UW
ATP5L	85.42710845	83.02540439	KB
MGC13053	0	0	E
MLL	8.120474711	6.527105658	O
TTC36	0.01923203	0.05787923	T
TMEM25	0.746202746	0.678936822	V
IFT46	2.925114764	3.89157302	G
RPL5P30	0	0	LR
ARCN1	73.3372741	84.210551	MNO
PHLDB1	5.915045284	5.015196013	BQ
TREH	0.035236233	0	KT
LOC768086	0	0	G
DDX6	18.49419227	20.90488028	TZDR
LOC649925	0	0	YU
CXCR5	0	0.00432058	CP
BCL9L	11.2009949	12.16065794	HQ
MIR4492	0	0	QC
UPK2	0	0	JA
FOXR1	0.011325714	0	KG
CCDC84	4.367334706	3.09517446	HE
RPL23AP64	0	0	HI
RPS25	477.5394239	457.7810608	OTN
TRAPPC4	20.31692434	19.50808176	FGR
MIR3656	0	0	UI
SLC37A4	18.82838545	15.09070819	KH
HYOU1	97.49589574	89.51239792	LK
VPS11	10.2214954	8.839043361	KE
HMBS	16.71265769	14.62192262	HQ
H2AFX	42.46895427	27.86831645	M
DPAGT1	34.98739835	27.24579613	MNO
C2CD2L	2.768693352	2.417075165	YU
HINFP	4.320676116	3.958477943	J
ABCG4	0.013270882	0.006656504	A
NLRX1	1.576512746	1.840437886	OTK
PDZD3	0.045679224	0.011456055	DO
CCDC153	0.034050973	0.068318117	CR
CBL	3.816255114	4.540135023	UW
MCAM	2.17903743	2.083733326	JO
RNF26	19.28315387	12.00441397	FGR
C1QTNF5	0.010001441	0.100331879	IR
MFRP	0.030004323	0.03344396	OTK
USP2	1.149486158	1.684607684	HC
LOC100499227	0	0	U
LOC100130353	0	0	EM
THY1	0	0	TK
DUXAP5	0	0	IQR
KRT8P7	0	0	T
PVRL1	3.308421808	5.697235394	J
LOC100507077	0	0	TD
LOC390255	0	0	E
TRIM29	0.229249105	0.3427956	EH
LOC729173	0	0	KAD
OAF	17.78543387	16.35037463	OZ
POU2F3	0.008808464	0.008836424	KAD
LOC649133	0	0	CH
TMEM136	0.301441159	0.37873148	IM
ARHGEF12	8.902770424	14.00629656	P
TCEB1P22	0	0	KD
GRIK4	0.018193728	0.031940088	I
TBCEL	2.052011387	3.527047477	KG
TECTA	0.098928394	0.09316635	KD
RPS4XP12	0	0	FH
SC5DL	19.23658965	31.91809161	O
LOC100533800	0	0	UI
SORL1	3.874841197	4.81475401	TK
LOC100507165	0	0	DK
LOC100507145	0	0	LU
MIR100HG	0	0	KR
MIR125B1	0	0	OTN
BLID	0	0	TDK
MIRLET7A2	0	0	MR
MIR100	0	0	ER
GLULP3	0	0	EG
UBASH3B	3.592377626	6.924800254	KLB
CRTAM	0	0	B
C11orf63	0	0	EQ
ATP5F1P5	0	0	KH
BSX	0	0	LKJ
LOC341056	0	0	DK
RPL34P23	0	0	OTK
RPS26P43	0	0	JD
RPL31P47	0	0	NT
HSPA8	1240.504309	650.6834948	OTN
SNORD14E	0	0	JA
SNORD14D	0	0	PE
SNORD14C	0	0	PT
LOC100652787	0	0	OU
CLMP	0.049408052	0.014869465	FH
MIR4493	0	0	TQ
LOC100128242	0	0	QR
GRAMD1B	0	0.018978629	KNU
SF3A3P2	0	0	OTK
SCN3B	0.004305489	0.021595778	GR
ZNF202	4.585788515	3.640862839	LD
OR6X1	0	0	LU
OR6M1	0	0	TG
OR6M2P	0	0	N
OR6M3P	0	0	KT
TMEM225	0	0	QC
OR8D4	0	0	DKL
OR4D5	0	0	LK
OR6T1	0	0	K
OR10S1	0	0	KLB
OR10G6	0	0	GM
OR10G5P	0	0	GHR
OR10G4	0	0	DKT
OR10G9	0	0	TD
OR10G8	0	0	DZ
OR10G7	0	0	GM
OR10D5P	0	0	O
OR10D4P	0	0	IM
OR10N1P	0	0	CH
VWA5A	1.017131177	1.462730964	B
OR10D1P	0	0	GM
OR10D3	0	0	BQ
OR8F1P	0	0	NT
OR8G3P	0	0	LD
OR8G2	0.071358186	0.057267755	JD
OR8G7P	0	0	QC
OR8G1	0.256641985	0.151445075	CR
OR8G5	0.614667488	1.157732856	HR
LOC100422550	0	0	V
OR8D1	0.014086891	0.028263212	DR
OR8D2	0.01395144	0.027991451	F
OR8B7P	0	0	TZDR
OR8B6P	0	0	RTKL
OR8B5P	0	0	FR
OR8B1P	0	0	KH
OR8C1P	0	0	I
OR8B2	0.013862578	0	CO
OR8B3	0	0	CH
OR8X1P	0	0	EJ
OR8B4	0	0.028172041	KE
OR8B8	0.02790288	0	YU
OR8A2P	0	0	KLB
OR8B9P	0	0	ER
OR8B10P	0	0	YU
OR8A3P	0	0	L
LOC100421985	0	0	D
OR8B12	0	0	KH
OR8A1	0.306163716	0.093476037	FJ
OR8Q1P	0	0	FP
PANX3	0.310140516	0.294749976	GOU
TBRG1	4.889998719	7.123536816	LKJ
SIAE	11.2459674	12.98010878	TD
SPA17	2.417220597	2.689680635	UW
NRGN	2.776817689	2.344663194	NO
VSIG2	0.011649017	0.023371987	FGR
ESAM	5.177305568	5.242803217	OC
C11orf61	4.706946309	2.51402227	CI
LOC100130428	0	0	KH
LOC100507283	0	0	A
ROBO3	0.065952263	0.04890206	LR
ROBO4	0	0.003414125	KB
HEPACAM	0	0.003694303	NOU
HEPN1	0	0	FR
CCDC15	1.298139763	2.829976654	CI
SLC37A2	1.06124044	0.789871243	OD
TMEM218	2.625363986	2.434457979	PE
LOC399965	0	0	TDK
PKNOX2	0	0	UT
FEZ1	0.01723332	0.008644011	PH
MGC39545	0	0	LDA
EI24	39.55683132	49.24811634	OTK
STT3A	160.8954747	154.2556423	MG
CHEK1	11.39545012	15.66330631	E
ACRV1	0.333409738	0.256425511	FH
PATE1	0	0	D
PATE2	0	0	GC
PATE3	0	0	BD
PATE4	0.006575301	0	NO
HYLS1	0.290420449	0.343367725	QP
PUS3	5.396211288	5.995878043	S
DDX25	0	0	FR
LOC338667	0.004660438	0.004675232	MP
CDON	3.013511089	3.659599557	OJ
NAP1L1P1	0	0	OK
RPUSD4	9.710735574	8.677706309	QK
FAM118B	7.972587232	9.063444247	OTK
SRPR	62.05766659	58.73392154	IM
FOXRED1	14.77993077	12.68884495	UNTP
RPL35AP26	0	0	FP
TIRAP	3.620659802	4.73919479	MP
DCPS	10.5598536	11.15138518	KR
FLJ39051	0	0	KR
ST3GAL4	2.277566614	2.615490323	V
KIRREL3	0.015348552	0	QP
MIR3167	0	0	LKJ
NCRNA00288	0	0	CP
LOC387820	0	0	JU
ETS1	4.067687049	7.329001396	LD
LOC100507392	0	0	OK
FLI1	0	0	OC
KCNJ1	0	0.004619182	OD
KCNJ5	0	0	LK
C11orf45	0	0	KL
TP53AIP1	0	0	FJ
ARHGAP32	1.932655111	2.139440762	F
ZNF123P	0	0	F
BARX2	0	0.007413695	N
RPS27P20	0	0	FR
TMEM45B	0.218924458	0.296782939	LD
NFRKB	9.770172768	8.384901737	UW
PRDM10	2.387644472	3.550988458	GT
NCRNA00167	0	0	OZ
TCEB2P2	0	0	RTKL
APLP2	255.7104874	274.154936	PH
RPL34P21	0	0	BQ
ST14	0.106842666	0.1190909	KL
ZBTB44	2.620935303	4.215221241	PE
LOC100130783	0	0	PE
DDX18P5	0	0	JA
ADAMTS8	0	0.003576303	PT
ADAMTS15	0	0	DKT
BAK1P2	0	0	BD
C11orf44	0	0	NOU
LOC100422381	0	0	KD
LOC100507431	0	0	KG
SNX19	6.196257417	7.724645644	NOU
NTM	0	0	CHR
C11orf39	0	0	GEPR
LOC100419058	0	0	CH
OPCML	0	0	DKL
LOC100128095	0	0	YU
SPATA19	0	0	DT
LOC283172	0	0	R
LOC283174	0	0	JO
MIR4697	0	0	TG
LOC646543	0	0	F
IGSF9B	0	0	HC
LOC100128239	0	0	JU
JAM3	1.007516112	0.432142822	LKJ
PTP4A2P2	0	0	NT
NCAPD3	17.10774636	13.15375452	BQ
LOC100533644	0	0	MG
LOC100507510	0	0	V
VPS26B	10.12936161	13.0642944	KE
THYN1	25.51408972	23.20514575	E
ACAD8	8.73334838	7.01955479	KT
GLB1L3	0	0	KT
LOC100421417	0	0	J
GLB1L2	0	0	GEPR
LOC100130507	0	0	GEPR
B3GAT1	0	0	GEPR
LOC283177	0	0	BD
LOC729305	0	0	KE
LOC100507548	0	0	OJ
CTNNA3	0.034915904	0.054486032	GHR
TUBB8	0.321254174	0.104521268	EG
IL9RP2	0	0	IQ
ZMYND11	6.050341714	6.992118049	DKT
LOC100421369	0	0	IR
DIP2C	0.888100342	1.177938102	MR
C10orf108	0	0	KE
LARP4B	5.987483203	5.906613	BK
LOC100288619	0	0	M
GTPBP4	21.18836323	18.66892977	BK
IDI2	2.344581107	1.368800479	OU
IDI2-AS1	0	0	FJ
IDI1	43.41035347	92.97505102	M
WDR37	1.659576916	2.190435738	NUO
NCRNA00200	0	0	KH
ADARB2	0	0	MI
NCRNA00168	0	0	M
LOC282980	0	0	MR
LOC399708	0	0	KH
PFKP	0.008796597	0.030885818	I
PITRM1	10.74243308	12.49567235	EJ
LOC100507034	0	0	FP
KLF6	5.504085569	5.417588582	HQ
LOC100652988	0	0	IQR
LOC100507059	0	0	UW
LOC100128356	0	0	EQ
LOC100216001	0	0	OT
LOC338588	0	0	DO
AKR1E2	0	0	EH
tAKR	0	0	OTK
AKR1C1	14.52633264	25.20253604	EH
AKR1C2	1.623165319	3.189298809	QP
AKR1C3	2.923237064	3.382025872	GR
AKR1CL1	0	0	GHR
AKR1C4	0.985964199	1.626509936	KB
LOC648947	0	0	UNTP
RPL26P28	0	0	CH
UCN3	0.6069466	0.516619677	NT
TUBAL3	0	0.007285873	D
NET1	33.47807951	43.9994521	QP
CALML5	0	0	JD
CALML3	0.010029607	0.020122886	D
ASB13	2.99767183	4.491565462	HC
C10orf18	14.3392728	13.22452943	MI
GDI2	186.4308052	191.6119249	CHR
LOC100118954	0	0	UNTP
ANKRD16	1.871164202	1.514594268	KT
RPL12P28	0	0	CR
FBXO18	16.64122501	18.37035134	CH
IL15RA	1.086230166	1.3919246	TQ
IL2RA	0	0	OTK
RPL32P23	0	0	ER
RBM17	23.45659414	21.55993263	TA
PFKFB3	14.60025964	13.96139939	GEPR
MIR3155	0	0	BK
MIR3155B	0	0	TZDR
LOC100128930	0	0	GOU
LOC399715	0	0	D
LOC100528006	0	0	GE
DKFZp667F0711	0	0	GT
PRKCQ	0	0	ET
LOC439949	0	0	DK
LOC100652997	0	0	OD
LOC100507127	0	0	LR
SFMBT2	0.003238727	0	MI
ITIH5	0.018331295	0.021733025	HJ
ITIH2	562.4143433	456.1954478	KAD
KIN	11.39368595	11.05183542	MP
ATP5C1	280.8725335	289.1242799	HC
TAF3	6.604161757	9.43763365	NOU
FLJ45983	0	0	PE
GATA3	1.684425091	1.160651372	GR
LOC389935	0	0	GM
LOC100507143	0	0	JD
KRT8P37	0	0	TZDR
KRT8P16	0	0	MI
LOC338591	0	0	MI
LOC100507163	0	0	F
LOC644495	0	0	T
TCEB1P3	0	0	KAD
CUX2P1	0	0	OZ
SFTA1P	0	0	FH
LOC254312	0	0	DR
CELF2	0	0	N
C10orf31	0	0	L
USP6NL	7.386435285	9.752552451	OC
LOC100507213	0	0	CE
LOC100507228	0	0	DO
ECHDC3	8.810967126	8.696371731	NU
C10orf47	6.637017822	6.689528415	F
LOC219731	0	0	KLB
UPF2	14.34733448	14.85692247	B
DHTKD1	6.416180365	6.615549892	KLB
SEC61A2	5.799305639	5.740631313	QP
MIR548AK	0	0	GR
NUDT5	58.70923639	60.46237055	OTK
CDC123	76.84128825	84.54069088	MR
CAMK1D	0.014536417	0	GC
MIR4480	0	0	KT
MIR4481	0	0	DT
MIR548Q	0	0	HE
LOC283070	0	0	PE
CCDC3	0.009538749	0	T
RPL5P25	0	0	J
OPTN	14.68133676	25.11106276	HQ
LOC441548	0	0	TZDR
RPL36AP36	0	0	D
MCM10	22.09047129	20.68648185	OU
RNU6-2	0	0	I
UCMA	0.015886311	0.015936738	CE
PHYH	55.32860293	59.33886978	EM
SEPHS1	44.26687562	46.15539506	HR
BEND7	3.422909654	4.703975058	GE
PRPF18	12.16244827	16.26551189	MI
RPL6P24	0	0	NOU
FRMD4A	0.42415331	0.494811836	M
MIR4293	0	0	CR
MIR1265	0	0	Q
FAM107B	9.222060487	20.14665624	TK
LOC100507309	0	0	EP
RPSAP7	0	0	KLB
CDNF	1.01130109	1.733533695	UD
HSPA14	33.91173331	36.00686311	FR
LOC100421372	0	0	MU
SUV39H2	9.928394594	12.40002885	ER
DCLRE1C	4.447154023	4.923660753	L
MEIG1	0.292511476	0.25151998	GM
OR7E110P	0	0	KAD
OR7E26P	0	0	OJ
OR7E115P	0	0	KAD
LOC100289151	0.070459792	0	OU
OLAH	0.064082297	0	TA
ACBD7	0.565741251	0.668605287	KD
GAPDHP45	0	0	NO
C10orf111	0.083806318	0.045857639	QC
RPP38	11.30006	13.50344094	M
NMT2	4.574667213	5.146802144	EF
LOC100192204	0	0	GE
FAM171A1	10.06816698	9.450429402	UI
ITGA8	0	0	G
FAM188A	9.97947988	13.86669362	MU
PTER	5.439937502	7.48378039	HR
C1QL3	1.068569516	1.460810151	G
RSU1	22.37863028	24.57427233	DR
CUBN	0.108337908	0.125148737	NT
TRDMT1	2.216718327	2.507274896	NU
LOC100507347	0	0	CO
VIM	637.759679	815.3154775	TG
LOC100652935	0	0	UI
ST8SIA6	0.009340878	0	N
LOC100128098	0	0	KAD
LOC100131947	0	0	KNU
PTPLA	0.069938666	0.070160668	B
STAM	12.54051189	12.68830398	F
TMEM236	0.007169774	0.026372619	LR
LOC100652938	0	0	FJ
MIR511-1	0	0	CI
LOC100652942	0.012366049	0	PE
MRC1	0	0.015200153	KR
MIR511-2	0	0	GER
SLC39A12	0	0	CI
LOC100129213	0	0	BD
CACNB2	0.664695787	0.341054712	EH
NSUN6	12.49335945	11.55024639	HJ
ARL5B	18.130606	33.93808588	KB
LOC645120	0	0	OU
LOC100128493	0	0	BQ
LOC100652979	0	0	QR
C10orf112	0	0	IM
TRNAQ38P	0	0	OU
PLXDC2	0	0	J
LOC100133024	0	0	TDBLU
MIR4675	0	0	CR
NEBL	0.106552069	0.328588671	JA
EIF4BP2	0	0	IQR
C10orf113	0	0	NO
LOC100128511	0	0	EP
RNU6-15	0	0	EM
LOC100420467	0	0	KL
LOC100420295	0	0	TDK
C10orf114	1.109549835	0.671794818	OT
MIR1915	0	0	CP
C10orf140	0.839167077	0.551955094	EP
MLLT10	10.95625681	10.84673697	PH
LOC100422524	0	0	KB
LOC100125387	0	0	FE
LOC100507430	0	0	MU
DNAJC1	26.92896184	31.85724278	UD
LOC100507445	0	0	G
LOC645220	0	0	NT
EBLN1	0	0	OTN
PSME2P6	0	0	CHR
LOC100130992	0	0	UT
RPL31P45	0	0	UNTP
COMMD3-BMI1	15.20156833	19.39093705	TDBLU
COMMD3	49.05966195	60.47971913	OU
BMI1	9.308498539	13.37116511	R
SPAG6	0.040273086	0.065651498	JA
LOC100499489	0	0	J
LOC100289455	0	0	FGR
PIP4K2A	16.54718703	21.30245067	TQ
TRNAP22P	0	0	KB
ARMC3	0.088359121	0.107300561	QC
MSRB2	7.780327636	7.797790649	LDA
YWHAZP3	0	0	OD
PTF1A	0.048981801	0.029482368	FR
C10orf67	0.039934398	0.057866118	NU
MIR1254-2	0	0	UD
OTUD1	1.67793743	3.088788701	R
KIAA1217	5.613635336	7.821290924	IM
LOC100419066	0	0	OTK
PRINS	0	0	EJ
MIR603	0	0	GC
ARHGAP21	14.27020348	17.09378961	EG
LOC100421150	0	0	LD
PRTFDC1	10.41429377	9.75358177	TA
ENKUR	0.184976419	0.209252545	UT
THNSL1	5.995847925	6.685516704	UD
LOC100128811	0	0	EG
GPR158	1.254310484	2.08797822	DZ
LOC100302689	0	0	NOU
LOC100507531	0	0	HC
LOC100422545	0	0	CH
MYO3A	0	0	HI
GAD2	0	0	YU
APBB1IP	0.014856141	0.009935532	NT
NCRNA00264	0	0	MR
LOC731789	0	0	EF
PDSS1	11.81641315	9.895799081	ER
LOC100420143	0	0	D
ABI1	16.21943601	22.18951093	OU
NCRNA00202	0	0	CE
ANKRD26	3.746699508	5.426286627	PT
YME1L1	88.50433375	96.31931185	KT
MASTL	16.50865534	19.46213302	H
ACBD5	15.44158855	24.39576784	MR
RNU7-12P	0	0	YU
LOC387646	0	0	H
LOC100131328	0	0	I
LOC100289619	0	0	NO
PTCHD3	0	0	CE
RAB18	24.90953145	30.27555312	GC
MKX	0	0	UW
ARMC4	0	0.007334826	M
LOC100420206	0	0	KH
MRPS21P5	0	0	CP
MPP7	0.012539416	0.020126751	FR
LOC100419867	0	0	FE
RPSAP10	0	0	DK
LOC220906	0	0	KR
WAC	60.71327284	71.62277868	J
BAMBI	44.0460887	76.94349729	L
LOC100507605	0	0	BD
RPL21P93	0	0	IQ
LYZL1	0	0	HC
